,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
3104,Aleksandr Timofeyevich Aksinin,M,21.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
3105,Aleksandr Timofeyevich Aksinin,M,25.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
3106,Aleksandr Timofeyevich Aksinin,M,25.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
3107,Viktor Aksonov,M,23.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Javelin Throw,
3108,Ltf Aksoy,M,25.0,Turkey,TUR,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,
3109,Bekir Aksu,M,,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
3110,Semra Aksu (-Bayan),F,22.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,
3111,Semra Aksu (-Bayan),F,22.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,
3112,Semra Aksu (-Bayan),F,22.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,
3113,Semra Aksu (-Bayan),F,26.0,Turkey,TUR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,
3114,Kemal Aksur,M,24.0,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
3115,Kemal Aksur,M,24.0,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
3116,Kemal Aksur,M,24.0,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
3117,Nikolay Aleksandrovich Aksyonov,M,26.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
3118,Nikolay Aleksandrovich Aksyonov,M,30.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,
3119,Alyona Aksyonova,F,20.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Rifle, 10 metres",
3120,Alyona Aksyonova,F,20.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
3121,Alyona Aksyonova,F,24.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",
3122,Alyona Aksyonova,F,24.0,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
3123,Irina Anatolyevna Aksyonova,F,17.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,
3124,Irina Anatolyevna Aksyonova,F,17.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,
3125,Irina Anatolyevna Aksyonova,F,17.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle,
3126,Irina Anatolyevna Aksyonova,F,17.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
3128,Sergey Vladimirovich Aksyutin,M,40.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
3129,Mohammad Aktar,M,17.0,Afghanistan,AFG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",
3130,Sonia Aktar,F,19.0,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3131,Hseyin Akta,M,27.0,Turkey,TUR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,
3132,Hseyin Akta,M,35.0,Turkey,TUR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,
3133,Serap Akta,F,24.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,
3134,Serap Akta,F,28.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,
3135,Shirin Akter,F,21.0,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
3136,Armah Akuetteh,M,26.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,
3137,Ohenewa Akuffo,F,29.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
3138,Yuliya Yurivna Akulenko,F,27.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Heptathlon,
3139,Marina Sergeyevna Akulova,F,22.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
3140,Julius Akumu,M,27.0,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,
3141,Chie Akutsu,F,27.0,Japan,JPN,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
3142,Kozu Akutsu,M,27.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",
3143,Noah Akwu,M,21.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
3144,Vladyslav Ivanovych Akymenko,M,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
3145,Hasan Al,M,24.0,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,
3146,Thijs Joris Al,M,24.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",
3147,Mohamed Al Moukdad,M,,Lebanon,LIB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,
3148,Naser Al Shami,M,22.0,Syria,SYR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze
3149,Hussein Al-Aameri,M,25.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,
3150,Kamil Al-Abbasi,M,26.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
3151,Kamil Al-Abbasi,M,26.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
3152,Abdul Rahman Hassan Al-Abdullah,M,18.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,
3153,Abdullah Basheer Al-Abdullah,M,20.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
3154,Jamal Al-Abdullah Sulaiman Sultan,M,,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
3155,Jamal Al-Abdullah Sulaiman Sultan,M,,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
3156,Sami Juma Sulaiman Al-Abdullah,M,25.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
3157,Sami Juma Sulaiman Al-Abdullah,M,29.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
3158,Ali Al-Abed,M,,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,
3159,Ali Al-Abed,M,,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",
3160,Ali Al-Abed,M,,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,
3161,Hassan Abdullah Al-Absi,M,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
3162,Hassan Abdullah Al-Absi,M,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,
3163,Saeed Ali Al-Adhreai,M,21.0,Yemen,YEM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
3164,Qaied Al-Adwani,M,25.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
3165,Ahmad Al-Afasi,M,33.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,
3166,Fawaz Al-Ahmad,M,22.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
3167,Salem Mouled Musa'id Al-Ahmadi,M,26.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Triple Jump,
3168,Salem Mouled Musa'id Al-Ahmadi,M,31.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,
3169,Salem Mouled Musa'id Al-Ahmadi,M,34.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
3170,Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
3171,Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",
3172,Ahmed Sa'd Mas'ud Al-Ahmed,M,18.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Sabre, Individual",
3173,Ahmed Sa'd Mas'ud Al-Ahmed,M,22.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",
3174,Ahmed Sa'd Mas'ud Al-Ahmed,M,22.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",
3175,Abbas Murshid Al-Aibi,M,,Iraq,IRQ,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
3176,Abdullah Azzan Al-Akbary,M,18.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",
3177,Abdullah Sulaiman Al-Akbary,M,23.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
3178,Abdullah Sulaiman Al-Akbary,M,23.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
3179,Mazoon Khalfan Saleh Al-Alawi,F,18.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
3180,Mishal Al-Ali,M,28.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
3181,Mubarak Anber Aman Al-Ali,M,,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
3182,Abdul Azim Mohamed Al-Aliwat,M,21.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,
3183,Rashid Saad Riyadh Al-Ameeri,M,25.0,Bahrain,BRN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,
3184,Mohamed Al-Ammari,M,18.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
3185,Ali Ahmed Al-Amri,M,23.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
3186,Ali Ahmed Al-Amri,M,27.0,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
3187,Tariq Ahmed Al-Amri,M,25.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
3188,Atallah Al-Anazi,M,28.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
3189,Atallah Al-Anazi,M,28.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
3190,Abdullah Mohamed Amer Al-Anbari,M,22.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,
3191,Adel Al-Anezi,M,23.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
3192,Abdel Aziz Khalid Al-Anjri,M,,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
3193,Bassam Al-Ansari,M,,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,
3194,Bassam Al-Ansari,M,,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
3195,Bassam Al-Ansari,M,,United Arab Emirates,UAE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
3196,Meshal Al-Anzi,M,20.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
3197,Safaq Qaed Al-Anzi,M,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
3198,Ahmad Al-Aosta,M,23.0,Syria,SYR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",
3199,Ahmad Al-Aosta,M,27.0,Syria,SYR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Freestyle",
3200,Ahmed Abdulrahman Al-Arbeed,M,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
3201,Ahmed Abdulrahman Al-Arbeed,M,,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",
3202,Dhaher Al-Aryani,M,39.0,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,
3203,Sayed Mohamed Al-Asibi,M,,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
3204,Yousef Al-Askari,M,18.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Butterfly,
3205,Nidal Al-Asmar,M,34.0,Lebanon,LIB,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,
3206,Jarrah Al-Asmawi,M,21.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,
3207,Jarrah Al-Asmawi,M,21.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Backstroke,
3208,Jarrah Al-Asmawi,M,21.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,
3209,Khaled Al-Assaf,M,20.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
3210,Ahmed Mahmoud Al-Assiri,M,24.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
3211,Ahmed Mahmoud Al-Assiri,M,24.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
3212,Mohamed Juma Al-Aswad Al-Makhoun,M,20.0,United Arab Emirates,UAE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
3213,Kamal Ibrahim Al-Athari,M,17.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,
3214,Rashid Salih Hamad Al-Athba,M,23.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,
3215,Rashid Salih Hamad Al-Athba,M,31.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,
3216,Rashid Salih Hamad Al-Athba,M,31.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Double Trap,
3217,Mary Al-Atrash,F,22.0,Palestine,PLE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3218,Hamad Mubarak Al-Attiya,M,19.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
3219,Nasser Salih Nasser Abdullah Al-Attiya,M,25.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,
3220,Nasser Salih Nasser Abdullah Al-Attiya,M,29.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Skeet,
3221,Nasser Salih Nasser Abdullah Al-Attiya,M,33.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
3222,Nasser Salih Nasser Abdullah Al-Attiya,M,37.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Skeet,
3223,Nasser Salih Nasser Abdullah Al-Attiya,M,41.0,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Bronze
3224,Nasser Salih Nasser Abdullah Al-Attiya,M,45.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
3225,Hamad Ali Mohamed A Al-Attiyah,M,21.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
3226,Hamad Ali Mohamed A Al-Attiyah,M,21.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
3227,Abdul Kareem Salah Al-Awad,M,22.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
3228,Abdul Kareem Salah Al-Awad,M,22.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
3229,Khaled Anwar Al-Awadhi,M,15.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",
3230,Khaled Anwar Al-Awadhi,M,15.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",
3231,Khaled Anwar Al-Awadhi,M,19.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",
3232,Khaled Anwar Al-Awadhi,M,19.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",
3233,Khaled Anwar Al-Awadhi,M,24.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",
3234,Khaled Anwar Al-Awadhi,M,24.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",
3235,Ali Hamed Al-Awasa,M,27.0,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
3236,Wael Al-Aydy,M,36.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
3237,Khodor Munir Al-Aywan,M,15.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Flyweight,
3238,Khodor Munir Al-Aywan,M,27.0,Lebanon,LIB,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,
3239,Mohamed Amin Al-Aywan,M,17.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,
3240,Mohamed Mutlaq Khalaf Al-Azemi,M,22.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
3241,Mohamed Mutlaq Khalaf Al-Azemi,M,26.0,Kuwait,KUW,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,
3242,Mohamed Mutlaq Khalaf Al-Azemi,M,30.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,
3243,Musayed Ayed Al-Azimi,M,31.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
3244,Bilal Said Mabrouk Al-Azma,M,17.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
3245,Bilal Said Mabrouk Al-Azma,M,17.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,
3246,Mohanad Ahmed Dheyaa Al-Azzawi,M,15.0,Iraq,IRQ,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Butterfly,
3247,Abdul Mohsen Al-Bagir,M,28.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,
3248,Jafar Al-Bagir,M,21.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Lightweight,
3249,Sami Al-Baker,M,20.0,Saudi Arabia,KSA,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Individual",
3250,Zouheir Al-Balah,M,21.0,Syria,SYR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
3251,Ali Mohamed Al-Balooshi,M,17.0,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,
3252,Ayesha Shahriyar Mohammed Al-Balooshi,F,24.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,
3253,Mansour Ayoub Al-Baloushi,M,20.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,
3254,Mansour Ayoub Al-Baloushi,M,20.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
3255,Ali Al-Baluchi,M,29.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,
3256,Wadha Bint Nasir Al-Balushi,F,26.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
3257,Abdullah Salim Al-Barwani,M,,Oman,OMA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,
3258,Faisal Abdullah Al-Basam,M,18.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Archery,Archery Men's Individual,
3259,Nada Mohamed Abdulzaher Mohamed Al-Bedwawi,F,18.0,United Arab Emirates,UAE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
3260,Waleed Saleh Al-Bekheet,M,23.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Hammer Throw,
3261,Waleed Saleh Al-Bekheet,M,27.0,Kuwait,KUW,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,
3262,Mubarak Muhammad Salem Al-Besher,M,24.0,United Arab Emirates,UAE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,
3263,Ahmad Al-Bishi,M,21.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
3264,Hamdan Awdah Al-Bishi,M,19.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
3265,Hamdan Awdah Al-Bishi,M,19.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
3266,Hamdan Awdah Al-Bishi,M,23.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
3267,Hamed Hamadan Al-Bishi,M,18.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
3268,Hussain Misfor Al-Bishi,M,23.0,Saudi Arabia,KSA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
3269,Mohamed Fahd Al-Bishi,M,23.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
3270,Mohamed Fahd Al-Bishi,M,23.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
3271,Mohamed Hamed Al-Bishi,M,20.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
3272,Mohamed Hamed Al-Bishi,M,20.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
3273,Mohamed Hamed Al-Bishi,M,24.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
3274,Saad Shetwy Al-Bishi,M,23.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,
3275,Sameera Zayid Al-Bitar,F,14.0,Bahrain,BRN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
3276,Sameera Zayid Al-Bitar,F,18.0,Bahrain,BRN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3277,Abdul Ridha Al-Boloushi,M,23.0,Kuwait,KUW,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
3278,Mohamed Al-Bouhairi,M,24.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,
3279,Fadwa Al-Bouza,F,18.0,Syria,SYR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,
3280,Abdullah Mohammad Al-Buloshi,M,20.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,
3281,Abdul Latif Mohamed Al-Bulushi,M,28.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Air Rifle, 10 metres",
3282,Abdul Latif Mohamed Al-Bulushi,M,28.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
